Year,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1951161868421005,410.6774831849538,1.0750641098590628,1.7616656784641362,2.005407649531245,1.596211572197165,1.4544720899635089,3.808576319579685,1.4057993013252574,nan,nan,1.3688077866712183,nan,2.0797725750963636,1.2053715079268328,nan,2.930723706741888,2.2731528691287894,3.0879353551006306,1.7473864438047153,10.989975101359855,2.2520396033736496,nan,1.830959316161772,2.5118807077808167,nan,1.0084666306972931,3.3550570799244883,1.2194577542220273,nan,9.928994632716865,24.962189898701357,nan,7.472876977736495,10.981835102201234,14.964032108870828,1.3144063381199103,1.4175102888532647,1.1616297831344409,1.1014932820474668,nan,9.962938767061086,2.332108718398699,3.0085577825979732,4.00029927846681,nan,1.516941906179047,1.1726648252307001,12.539215896223984,2.177434120421783,nan,nan,nan,nan,nan
Wet_Tim,40.0,101.0,32.0,70.0,19.0,111.0,120.0,93.0,34.0,118.0,nan,99.0,72.0,72.0,101.0,94.0,100.0,91.0,49.0,19.0,91.0,16.0,117.0,nan,nan,87.0,91.0,76.0,106.0,74.0,74.0,35.0,22.0,117.0,77.0,50.0,67.0,85.0,131.0,123.0,83.0,50.0,90.0,100.0,60.0,90.0,92.0,108.0,109.0,49.0,64.0,78.0,83.0,73.0,57.0,86.0,126.0,96.0,62.0,141.0,50.0,117.0,53.0,86.0
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,2.0,4.0,13.0,3.0,15.0,4.0,2.0,5.0,nan,nan,10.0,nan,4.0,5.0,nan,17.0,4.0,9.0,8.0,5.0,6.0,nan,8.0,5.0,nan,6.0,4.0,9.0,nan,10.0,2.0,nan,11.0,5.0,2.0,3.0,3.0,6.0,2.0,nan,13.0,3.0,6.0,4.0,nan,6.0,6.0,4.0,5.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,1.2200000000000002,0.4,0.1,4.640000000000004,0.2,7.04,0.3,0.1,0.0,0.0,nan,0.3,1.8,0.3400000000000002,2.1,0.31,3.5900000000000003,0.9400000000000001,1.6,0.02,6.13,0.3390000000000001,1.45,nan,nan,3.7,0.89,1.4300000000000002,0.1,5.0,2.4,2.36,0.5860000000000001,1.39,0.187,0.18,0.012000000000000028,0.01,0.0,0.14100000000000001,3.19,0.165,2.28,2.4640000000000017,1.9,6.660000000000003,0.6620000000000001,1.1,0.39,0.46699999999999997,0.99,0.6020000000000003,1.576,4.5600000000000005,0.385,0.2740000000000001,0.25,0.5,0.8600000000000001,0.27,0.188,0.10000000000000005,0.04,0.111
Wet_BFL_Mag_50,2.4,1.2,0.9,13.0,0.5,22.0,1.1,1.45,0.1,4.7,nan,0.3,4.1,1.6,7.4,1.7,10.5,7.3,3.0,0.25,12.5,5.2,5.35,nan,nan,7.15,3.8,6.85,0.25,9.55,26.0,4.4,1.3,12.0,0.485,0.5700000000000001,0.31,0.16,0.14,2.2,7.0,0.215,6.7,13.0,12.0,17.0,7.2,11.0,0.99,2.3,2.955,1.3849999999999998,4.405,10.95,0.51,2.625,2.73,3.57,3.2300000000000004,2.18,2.05,0.31,0.44,1.78
Wet_BFL_Dur,172.0,111.0,174.0,79.0,214.0,77.0,64.0,92.0,173.0,42.0,nan,17.0,129.0,123.0,105.0,77.0,90.0,67.0,131.0,179.0,82.0,170.0,76.0,nan,nan,114.0,91.0,84.0,73.0,122.0,104.0,137.0,159.0,50.0,98.0,74.0,112.0,158.0,49.0,48.0,120.0,96.0,139.0,67.0,61.0,99.0,104.0,55.0,96.0,128.0,154.0,74.0,172.0,116.0,96.0,64.0,31.0,101.0,118.0,58.0,39.0,93.0,81.0,82.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,nan,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001,366.2200000000001
Peak_Dur_5,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,nan,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999,319.2999999999999
Peak_Dur_10,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,nan,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003,279.90000000000003
Peak_Dur_20,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,nan,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4
Peak_Dur_50,nan,nan,nan,5.0,nan,9.0,nan,1.0,nan,2.0,3.0,nan,5.0,nan,3.0,nan,2.0,3.0,1.0,nan,4.0,2.0,1.0,nan,nan,1.0,2.0,4.0,nan,10.0,15.0,1.0,1.0,8.0,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,3.0,6.0,10.0,2.0,2.0,nan,nan,1.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_50,nan,nan,nan,3.0,nan,3.0,nan,1.0,nan,1.0,2.0,nan,2.0,nan,2.0,nan,1.0,3.0,1.0,nan,4.0,2.0,1.0,nan,nan,1.0,2.0,3.0,nan,7.0,7.0,1.0,1.0,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,3.0,4.0,7.0,2.0,1.0,nan,nan,1.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_50,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,nan,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25,74.25
Dur_2,7.0,3.0,nan,19.0,2.0,36.0,nan,1.0,nan,7.0,8.0,2.0,16.0,nan,14.0,1.0,15.0,8.0,2.0,nan,13.0,11.0,5.0,nan,nan,13.0,5.0,19.0,nan,25.0,53.0,8.0,2.0,17.0,1.0,nan,nan,nan,nan,1.0,8.0,nan,15.0,14.0,18.0,34.0,7.0,7.0,nan,2.0,5.0,4.0,3.0,17.0,nan,2.0,1.0,1.0,11.0,2.0,3.0,nan,1.0,7.0
Fre_2,4.0,2.0,nan,9.0,2.0,11.0,nan,1.0,nan,3.0,4.0,1.0,5.0,nan,8.0,1.0,8.0,5.0,2.0,nan,8.0,7.0,4.0,nan,nan,6.0,4.0,5.0,nan,8.0,11.0,5.0,2.0,3.0,1.0,nan,nan,nan,nan,1.0,5.0,nan,5.0,8.0,6.0,7.0,4.0,5.0,nan,1.0,4.0,3.0,2.0,8.0,nan,2.0,1.0,1.0,6.0,2.0,3.0,nan,1.0,3.0
High_2,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,nan,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
Dur_5,18.0,4.0,2.0,44.0,4.0,63.0,2.0,3.0,nan,12.0,28.0,3.0,26.0,5.0,38.0,3.0,39.0,21.0,10.0,nan,41.0,42.0,17.0,nan,nan,32.0,11.0,39.0,2.0,55.0,80.0,19.0,3.0,33.0,1.0,1.0,1.0,nan,2.0,6.0,33.0,1.0,41.0,38.0,35.0,62.0,25.0,23.0,nan,9.0,14.0,9.0,24.0,69.0,2.0,8.0,4.0,10.0,25.0,8.0,9.0,1.0,5.0,14.0
Fre_5,4.0,3.0,2.0,3.0,4.0,8.0,1.0,1.0,nan,3.0,9.0,1.0,4.0,4.0,9.0,2.0,4.0,7.0,7.0,nan,6.0,9.0,6.0,nan,nan,11.0,5.0,4.0,2.0,9.0,5.0,7.0,3.0,4.0,1.0,1.0,1.0,nan,2.0,4.0,9.0,1.0,9.0,9.0,7.0,8.0,8.0,5.0,nan,5.0,8.0,4.0,11.0,13.0,1.0,3.0,2.0,7.0,6.0,3.0,4.0,1.0,3.0,4.0
High_5,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,nan,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Dur_10,34.0,6.0,5.0,84.0,8.0,101.0,6.0,5.0,nan,18.0,72.0,4.0,56.0,13.0,82.0,10.0,65.0,51.0,29.0,1.0,87.0,92.0,44.0,nan,nan,68.0,25.0,63.0,7.0,115.0,113.0,46.0,11.0,60.0,2.0,2.0,3.0,2.0,4.0,9.0,72.0,3.0,76.0,75.0,64.0,104.0,65.0,42.0,5.0,20.0,29.0,21.0,67.0,119.0,5.0,17.0,10.0,25.0,53.0,16.0,15.0,3.0,7.0,29.0
Fre_10,10.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,nan,4.0,8.0,1.0,3.0,6.0,4.0,5.0,2.0,6.0,8.0,1.0,2.0,12.0,8.0,nan,nan,12.0,6.0,5.0,3.0,8.0,7.0,11.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,10.0,1.0,7.0,5.0,6.0,6.0,11.0,2.0,2.0,9.0,11.0,7.0,8.0,8.0,2.0,4.0,3.0,10.0,9.0,6.0,5.0,3.0,3.0,4.0
High_10,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,nan,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Dur_20,106.0,31.0,16.0,136.0,23.0,133.0,15.0,21.0,3.0,60.0,141.0,12.0,121.0,42.0,149.0,41.0,107.0,101.0,99.0,5.0,121.0,186.0,96.0,2.0,nan,136.0,83.0,127.0,17.0,174.0,176.0,147.0,49.0,98.0,13.0,7.0,16.0,2.0,9.0,30.0,122.0,12.0,131.0,114.0,119.0,156.0,123.0,85.0,21.0,87.0,96.0,56.0,144.0,176.0,18.0,48.0,24.0,102.0,113.0,45.0,45.0,7.0,14.0,71.0
Fre_20,10.0,8.0,6.0,4.0,9.0,6.0,3.0,8.0,2.0,3.0,3.0,5.0,4.0,8.0,6.0,7.0,4.0,4.0,8.0,4.0,5.0,4.0,7.0,2.0,nan,5.0,8.0,7.0,3.0,3.0,6.0,6.0,12.0,7.0,9.0,4.0,9.0,1.0,4.0,7.0,4.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,8.0,15.0,8.0,7.0,9.0,4.0,6.0,6.0,6.0,6.0,8.0,7.0,4.0,4.0,4.0,6.0
