Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,nan,nan,41.0,nan,71.0,nan,67.0,nan,81.0,34.0,43.0,1.0,35.0,43.0,46.0,nan,nan,14.0,10.0,77.0,nan,91.0,93.0,61.0,nan,63.0,nan,nan,nan,nan,nan,nan,52.0,nan,86.0,67.0,64.0,60.0,59.0,nan,nan,nan,17.0,nan,41.0,75.0,nan,nan,nan,13.0,96.0,nan,nan,nan,nan
Peak_Dur_5,nan,nan,2.0,nan,2.0,nan,5.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,6.0,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,18.0,nan,nan,nan,nan
Peak_Dur_10,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan
Peak_Fre_2,nan,nan,2.0,nan,4.0,nan,2.0,nan,2.0,6.0,4.0,1.0,1.0,2.0,2.0,nan,nan,1.0,1.0,4.0,nan,4.0,5.0,5.0,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,3.0,6.0,5.0,2.0,nan,nan,nan,1.0,nan,1.0,4.0,nan,nan,nan,1.0,2.0,nan,nan,nan,nan
Peak_Fre_5,nan,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan
SP_Mag,33.0,82.0,160.0,61.0,193.0,63.0,265.0,63.0,264.0,119.0,186.0,94.0,155.0,155.0,178.0,38.0,34.0,112.0,110.0,156.0,40.0,232.0,327.0,216.0,56.0,235.0,33.0,16.0,72.0,37.0,51.0,27.0,137.0,31.0,265.0,210.0,150.0,206.0,203.0,74.0,39.0,63.0,127.0,42.0,158.0,281.0,41.0,54.0,61.0,105.0,416.0,45.0,42.0,31.0,27.0
SP_Tim,260.0,266.0,264.0,242.0,258.0,236.0,276.0,250.0,252.0,273.0,273.0,254.0,247.0,253.0,261.0,230.0,256.0,259.0,242.0,279.0,242.0,265.0,264.0,247.0,240.0,250.0,233.0,229.0,256.0,225.0,257.0,224.0,266.0,246.0,284.0,255.0,250.0,275.0,264.0,244.0,227.0,248.0,250.0,253.0,247.0,253.0,235.0,237.0,236.0,258.0,275.0,226.0,243.0,241.0,257.0
SP_Dur,36.0,51.0,69.0,73.0,96.0,80.0,71.0,64.0,84.0,59.0,48.0,72.0,73.0,104.0,53.0,104.0,54.0,73.0,115.0,59.0,90.0,77.0,88.0,99.0,91.0,91.0,54.0,64.0,47.0,117.0,55.0,121.0,85.0,77.0,75.0,95.0,82.0,61.0,83.0,55.0,77.0,85.0,69.0,62.0,92.0,81.0,65.0,90.0,100.0,70.0,67.0,84.0,70.0,61.0,71.0
SP_ROC,0.0625,0.07547169811320754,0.038461538461538464,0.05263157894736842,0.043478260869565216,0.05263157894736842,0.04083333333333333,0.045454545454545456,0.03252247488101534,0.038461538461538464,0.034482758620689655,0.045454545454545456,0.04081632653061224,0.04201680672268908,0.03125,0.045454545454545456,0.05000000000000002,0.038461538461538464,0.045454545454545456,0.03333333333333333,0.03846153846153844,0.027777777777777776,0.03416874221668742,0.029850746268656716,0.05718954248366013,0.034482758620689655,0.06350806451612903,0.058823529411764705,0.05,0.06066176470588234,0.0625,0.07692307692307693,0.03279569892473118,0.04545454545454547,0.02857142857142857,0.03636363636363636,0.028991596638655463,0.029850746268656716,0.03225806451612903,0.03333333333333333,0.05999999999999996,0.05263157894736842,0.037037037037037035,0.05,0.03571428571428571,0.03149801587301587,0.06066176470588235,0.046536796536796536,0.05263157894736842,0.04040816326530612,0.03488372093023256,0.05718954248366013,0.07142857142857142,0.046536796536796536,0.04591747146619843
DS_Mag_50,10.0,14.0,17.0,9.3,25.0,17.0,nan,14.0,26.0,21.0,22.0,18.0,22.0,17.0,nan,9.0,6.6,14.0,14.0,20.0,16.5,33.0,46.0,24.0,16.0,nan,nan,5.85,14.0,8.0,6.4,9.55,nan,12.0,24.0,21.0,21.0,29.0,22.0,14.0,12.0,13.0,17.0,14.0,32.0,nan,12.0,13.0,14.0,23.0,nan,9.25,11.0,8.6,6.2
DS_Mag_90,14.0,18.0,21.0,15.0,31.099999999999994,33.599999999999994,nan,25.0,32.0,28.0,28.400000000000006,25.80000000000001,31.0,22.0,nan,10.0,12.0,20.200000000000017,17.0,25.200000000000017,40.0,48.0,64.0,29.0,21.0,nan,nan,11.0,16.0,8.3,9.3,15.0,nan,20.0,41.70000000000002,31.799999999999997,25.0,36.0,26.0,17.0,15.0,16.0,18.0,16.0,52.0,nan,13.0,15.0,16.0,31.0,nan,11.100000000000009,13.0,11.0,9.3
DS_Tim,296.0,317.0,333.0,315.0,354.0,316.0,347.0,314.0,336.0,332.0,321.0,326.0,320.0,357.0,314.0,334.0,310.0,332.0,357.0,338.0,332.0,342.0,352.0,346.0,331.0,341.0,287.0,293.0,303.0,342.0,312.0,345.0,351.0,323.0,359.0,350.0,332.0,336.0,347.0,299.0,304.0,333.0,319.0,315.0,339.0,334.0,300.0,327.0,336.0,328.0,342.0,310.0,313.0,302.0,328.0
DS_Dur_WS,238.0,151.0,193.0,112.0,160.0,255.0,nan,216.0,122.0,193.0,177.0,213.0,186.0,205.0,nan,183.0,196.0,209.0,90.0,189.0,154.0,220.0,198.0,188.0,155.0,nan,nan,200.0,204.0,158.0,61.0,168.0,nan,208.0,164.0,73.0,211.0,215.0,137.0,221.0,221.0,181.0,192.0,228.0,201.0,nan,214.0,176.0,190.0,211.0,nan,90.0,160.0,91.0,65.0
