Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Peak_Dur_2,5.0,29.0,nan,nan,nan,10.0,1.0,24.0,nan,nan,nan,6.0,7.0,nan,8.0,nan,38.0,nan,39.0,nan,nan,nan,18.0,5.0,19.0,nan,nan,35.0,16.0,9.0,nan,23.0,48.0,1.0,nan,14.0,nan,nan,nan,nan,nan,nan,28.0,nan,43.0,9.0,4.0,32.0,nan,2.0,nan,nan,nan,nan,25.0,38.0,nan,nan,1.0,13.0,30.0,1.0,nan,nan
Peak_Dur_5,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,2.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,3.0,1.0,nan,nan,nan,3.0,1.0,2.0,nan,nan,nan,1.0,3.0,nan,3.0,nan,3.0,nan,2.0,nan,nan,nan,2.0,1.0,2.0,nan,nan,4.0,1.0,4.0,nan,4.0,2.0,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,3.0,nan,6.0,2.0,1.0,2.0,nan,1.0,nan,nan,nan,nan,3.0,2.0,nan,nan,1.0,2.0,5.0,1.0,nan,nan
Peak_Fre_5,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,876.0,605.0,153.0,254.0,196.0,388.0,187.0,564.0,127.0,175.0,74.0,296.0,370.0,197.0,370.0,210.0,545.0,120.0,814.0,262.0,165.0,130.0,496.0,323.0,587.0,109.0,29.0,627.0,548.0,349.0,148.0,392.0,816.0,207.0,196.0,363.0,130.0,123.0,180.0,158.0,271.0,200.0,624.0,153.0,589.0,1650.0,257.0,656.0,205.0,251.0,330.0,157.0,300.0,174.0,722.0,489.0,116.0,296.0,288.0,671.0,674.0,192.0,119.0,72.0
SP_Tim,67.0,243.0,252.0,226.0,252.0,242.0,242.0,239.0,228.0,227.0,233.0,248.0,236.0,242.0,245.0,220.0,267.0,215.0,246.0,231.0,254.0,222.0,235.0,241.0,247.0,226.0,241.0,253.0,236.0,256.0,242.0,239.0,262.0,229.0,216.0,243.0,210.0,229.0,197.0,212.0,239.0,216.0,233.0,227.0,270.0,232.0,223.0,266.0,240.0,238.0,224.0,230.0,239.0,213.0,241.0,250.0,214.0,234.0,223.0,252.0,261.0,215.0,208.0,215.0
SP_Dur,215.0,55.0,52.0,55.0,44.0,48.0,56.0,58.0,57.0,52.0,58.0,54.0,66.0,57.0,65.0,71.0,47.0,76.0,70.0,68.0,55.0,74.0,54.0,55.0,55.0,61.0,65.0,56.0,50.0,56.0,48.0,68.0,52.0,53.0,66.0,48.0,75.0,62.0,88.0,78.0,68.0,92.0,72.0,59.0,55.0,51.0,52.0,51.0,42.0,52.0,47.0,61.0,51.0,74.0,63.0,38.0,63.0,59.0,67.0,53.0,61.0,58.0,65.0,56.0
SP_ROC,0.0641729581331503,0.07894736842105263,0.08333333333333333,0.08396946564885496,0.08957219251336898,0.076095947063689,0.07142857142857142,0.08843537414965986,0.07407407407407407,0.07427107959022855,0.09646401985111666,0.08695652173913043,0.07017543859649122,0.07417582417582418,0.07846153846153847,0.07059800664451826,0.09090909090909091,0.07504690431519698,0.075,0.07823426573426573,0.07326892109500804,0.0714285714285715,0.07692307692307693,0.07846153846153847,0.07377049180327869,0.07142857142857142,0.06896551724137928,0.07596153846153847,0.07142857142857142,0.08333333333333333,0.07894736842105259,0.07767722473604827,0.07194616977225674,0.0659340659340659,0.07407407407407414,0.07738369415016122,0.07317073170731704,0.07643622200584227,0.07142857142857142,0.07692307692307693,0.08333333333333333,0.08957219251336898,0.08108108108108109,0.08196721311475409,0.08196721311475409,0.08695652173913043,0.07549857549857546,0.08333333333333333,0.07643622200584224,0.08564693556836045,0.08514492753623187,0.07575757575757576,0.07982300884955752,0.08571428571428572,0.0804255319148936,0.09209782301385355,0.0805405405405406,0.08695652173913043,0.07797537619699042,0.08333333333333333,0.07577964006044786,0.07317073170731707,0.08000000000000004,0.09090909090909091
DS_Mag_50,0.6,1.5,0.6,1.0,0.4,1.5,1.4,1.5,0.5,0.2,0.3,0.6,4.0,2.8,10.0,17.0,1.9,3.4,4.7,2.0,2.6500000000000004,3.8499999999999996,8.4,2.5,6.0,1.1,0.405,7.0,2.6,2.0,7.9,28.0,7.4,3.0,1.5,1.3,1.3,0.7,1.3,0.42,1.35,1.1,1.3,7.1,2.8499999999999996,0.965,1.5,5.1,0.67,0.865,1.6,1.55,0.675,4.3,4.4,1.4,0.31,2.1,4.1,11.0,2.4,0.62,0.32,0.3
DS_Mag_90,3.8,6.1,5.590000000000003,5.059999999999999,1.2,10.700000000000017,5.0,7.070000000000001,1.1,1.0,1.0,1.9,8.0,30.0,20.0,48.0,6.130000000000001,18.0,20.0,10.900000000000006,7.8199999999999985,9.3,19.0,10.300000000000011,9.7,2.7,13.0,38.599999999999994,6.280000000000001,6.809999999999999,51.000000000000085,44.0,20.0,7.4,15.0,5.540000000000004,6.799999999999999,1.6999999999999997,2.9,1.4,3.329999999999993,9.5,2.8,39.0,37.900000000000034,15.600000000000023,5.019999999999999,20.099999999999994,11.0,3.0199999999999987,11.0,18.0,2.5099999999999993,19.0,41.19999999999993,5.6800000000000015,0.9220000000000006,24.0,11.0,29.0,6.59,13.0,0.9510000000000005,0.865
DS_Tim,282.0,298.0,304.0,281.0,296.0,290.0,298.0,297.0,285.0,279.0,291.0,302.0,302.0,299.0,310.0,291.0,314.0,291.0,316.0,299.0,309.0,296.0,289.0,296.0,302.0,287.0,306.0,309.0,286.0,312.0,290.0,307.0,314.0,282.0,282.0,291.0,285.0,291.0,285.0,290.0,307.0,308.0,305.0,286.0,325.0,283.0,275.0,317.0,282.0,290.0,271.0,291.0,290.0,287.0,304.0,288.0,277.0,293.0,290.0,305.0,322.0,273.0,273.0,271.0
DS_Dur_WS,254.0,220.0,238.0,245.0,130.0,244.0,248.0,194.0,234.0,214.0,242.0,165.0,222.0,253.0,204.0,281.0,178.0,243.0,205.0,222.0,190.0,246.0,222.0,268.0,214.0,242.0,220.0,235.0,163.0,220.0,239.0,263.0,77.0,246.0,199.0,244.0,205.0,213.0,219.0,249.0,220.0,211.0,202.0,261.0,198.0,148.0,280.0,210.0,241.0,230.0,257.0,224.0,220.0,257.0,235.0,222.0,243.0,228.0,261.0,236.0,192.0,237.0,234.0,236.0
