agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,date_begin,date_end,count_nu,geometry
USGS,10251100,SALT C NR STOVEPIPE WELLS CA,ST,36.5993918,-117.0136699,F,NAD83,NA,NA,NA,18090203,dv,00060,00003,204627,1974-02-13,1988-09-29,5343,"c(-117.0136699, 36.5993918)"
USGS,10251259,AMARGOSA RV AT HWY 127 NR CA-NV STATE LINE,ST,36.3866218,-116.4236549,S,NAD83, 2060., 20,NGVD29,18090202,dv,00060,00003,102470,1993-09-01,1995-09-30,760,"c(-116.4236549, 36.3866218)"
USGS,10251290,"BOREHOLE SPG CHANNEL NR TECOPA HOT SPGS, CA",ST,35.88569444,-116.23425,1,NAD83, 1345,4.3,NAVD88,18090202,dv,00060,00003,102472,2013-04-28,2020-11-15,2755,"c(-116.23425, 35.88569444)"
USGS,10251330,"AMARGOSA RV ABV CHINA RANCH WASH NR TECOPA, CA",ST,35.79052778,-116.2076389,1,NAD83, 1042.49,.33,NAVD88,18090202,dv,00060,00003,102474,2006-06-13,2020-11-15,5270,"c(-116.2076389, 35.79052778)"
USGS,10251335,"WILLOW CK AT CHINA RANCH, CA",ST,35.80094444,-116.1944167,1,NAD83, 1239,5.4,NAVD88,18090202,dv,00060,00003,236244,2013-02-20,2020-11-15,2645,"c(-116.1944167, 35.80094444)"
USGS,10251350,HORSETHIEF C NR TECOPA CA,ST,35.7810833,-115.898069,F,NAD83,NA,NA,NA,18090202,dv,00060,00003,7201,1960-10-01,1970-09-29,3651,"c(-115.898069, 35.7810833)"
USGS,10251375,"AMARGOSA RV AT DUMONT DUNES NR DEATH VALLEY, CA",ST,35.6958028,-116.2514107,S,NAD83, 660.,  1,NGVD29,18090203,dv,00060,00003,102476,1999-02-12,2001-09-29,961,"c(-116.2514107, 35.6958028)"
USGS,10252300,CHINA SPRING C NR MOUNTAIN PASS CA,ST,35.46803824,-115.5091629,F,NAD83,NA,NA,NA,16060015,dv,00060,00003,7202,1960-10-01,1972-09-29,4382,"c(-115.5091629, 35.46803824)"
USGS,10252330,WHEATON WASH NR MOUNTAIN PASS CA,ST,35.46664968,-115.4869399,F,NAD83,NA,NA,NA,16060015,dv,00060,00003,7203,1964-10-01,1968-09-29,1460,"c(-115.4869399, 35.46664968)"
USGS,10253320,QUAIL WASH NR JOSHUA TREE CA,ST,34.11778404,-116.3083436,F,NAD83,NA,NA,NA,18100100,dv,00060,00003,7205,1964-04-01,1971-09-29,2738,"c(-116.3083436, 34.11778404)"
USGS,10253350,FORTYNINE PALMS C NR TWENTYNINE PALMS CA,ST,34.12000347,-116.0961148,F,NAD83, 2315, 20,NGVD29,18100100,dv,00060,00003,7206,1962-10-01,1971-09-29,3286,"c(-116.0961148, 34.12000347)"
USGS,10253600,EAGLE C A EAGLE MOUNTAIN CA,ST,33.862791,-115.5102636,F,NAD83, 1430, 20,NGVD29,18100100,dv,00060,00003,7208,1960-10-01,1966-09-29,2190,"c(-115.5102636, 33.862791)"
USGS,10255200,MYER C TRIB NR JACUMBA CA,ST,32.6736725,-116.0814039,F,NAD83, 1880, 20,NGVD29,18100204,dv,00060,00003,7222,1966-02-01,1970-09-29,1702,"c(-116.0814039, 32.6736725)"
USGS,10255550,NEW R NR WESTMORLAND CA,ST,33.10476565,-115.6644382,F,NAD83, -217,1.6,NAVD88,18100204,dv,00060,00003,7223,1943-01-01,2020-11-07,28430,"c(-115.6644382, 33.10476565)"
USGS,10255820,YAQUI PASS WASH NR BORREGO CA,ST,33.1472647,-116.3508454,F,NAD83, 1720, 20,NGVD29,18100203,dv,00060,00003,7228,1965-03-01,1969-09-29,1674,"c(-116.3508454, 33.1472647)"
USGS,10255850,VALLECITO C NR JULIAN CA,ST,32.9861588,-116.4202931,F,NAD83, 1860, 40,NGVD29,18100202,dv,00060,00003,7229,1963-10-01,1983-09-29,7304,"c(-116.4202931, 32.9861588)"
USGS,10255885,SAN FELIPE C NR WESTMORLAND CA,ST,33.1239345,-115.8530559,F,NAD83, -180, 10,NGVD29,18100203,dv,00060,00003,7230,1960-12-01,1991-09-29,11260,"c(-115.8530559, 33.1239345)"
USGS,10255890,EF WHITEWATER R DIV NR BANNING CA,ST,34.0628333,-116.808361,M,NAD83, 7160, 20,NGVD29,18100201,dv,00060,00003,7231,2015-10-01,2020-11-15,1252,"c(-116.808361, 34.0628333)"
USGS,10255895,SF WHITEWATER R NR BANNING CA,ST,34.0623333,-116.819111,M,NAD83, 7125, 20,NGVD29,18100201,dv,00060,00003,214080,2016-12-14,2020-11-15,979,"c(-116.819111, 34.0623333)"
USGS,10255897,SF WHITEWATER R DIV NR BANNING CA,ST,34.06194444,-116.818861,M,NAD83, 7115, 20,NGVD29,18100201,dv,00060,00003,7232,2015-10-02,2020-11-04,1231,"c(-116.818861, 34.06194444)"
USGS,10255900,BLACK WHEEL C DIV NR BANNING CA,ST,34.0607833,-116.8190167,M,NAD83, 7130, 20,NGVD29,18100201,dv,00060,00003,7233,2015-10-08,2017-10-24,582,"c(-116.8190167, 34.0607833)"
USGS,10256000,WHITEWATER R A WHITE WATER CA,ST,33.9466806,-116.6408473,S,NAD83, 1610, 20,NGVD29,18100201,dv,00060,00003,7234,1948-10-01,1979-09-30,11322,"c(-116.6408473, 33.9466806)"
USGS,10256050,WHITEWATER MWC DIV A WHITE WATER CA,ST,33.94556955,-116.6411251,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7237,1966-10-01,1981-10-02,4682,"c(-116.6411251, 33.94556955)"
USGS,10256060,WHITEWATER R A WHITEWATER CUT A WHITE WATER CA,ST,33.92529248,-116.6361254,F,NAD83, 1360, 20,NGVD29,18100201,dv,00060,00003,7238,1985-10-01,1990-09-30,1459,"c(-116.6361254, 33.92529248)"
USGS,10256200,SAN GORGONIO R NR BANNING CA,ST,33.9983474,-116.9089118,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7239,1975-10-01,1977-09-29,730,"c(-116.9089118, 33.9983474)"
USGS,10256300,SAN GORGONIO R A BANNING CA,ST,33.93112638,-116.827797,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7240,1981-02-04,1981-09-30,239,"c(-116.827797, 33.93112638)"
USGS,10256400,SAN GORGONIO R NR WHITE WATER CA,ST,33.91888889,-116.6977778,F,NAD83, 1320, 20,NGVD29,18100201,dv,00060,00003,7241,1966-03-01,1978-09-29,4596,"c(-116.6977778, 33.91888889)"
USGS,10256501,SNOW C AND DIV COMBINED CA,ST,33.8705722,-116.681127,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,222409,1959-10-01,2020-09-30,22281,"c(-116.681127, 33.8705722)"
USGS,10256550,SNOW C DIV NR WHITE WATER CA,ST,33.8705722,-116.681127,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,224997,1978-10-01,2020-09-30,14610,"c(-116.681127, 33.8705722)"
USGS,10257499,FALLS C DIV NR WHITE WATER CA,ST,33.86946114,-116.6716824,S,NAD83, 1940, 40,NGVD29,18100201,dv,00060,00003,224913,1994-10-01,2020-09-30,9497,"c(-116.6716824, 33.86946114)"
USGS,10257501,COMBINED FLOW FALLS C NR WHITE WATER + DIV CA,ST,33.86946114,-116.6716824,F,NAD83, 1940, 40,NGVD29,18100201,dv,00060,00003,222410,1994-10-01,2020-09-30,9490,"c(-116.6716824, 33.86946114)"
USGS,10257549,WHITEWATER R A WINDY POINT OVERFLOW CHANNEL CA,ST,33.8989045,-116.6211256,S,NAD83, 1040, 10,NGVD29,18100201,dv,00060,00003,7249,1998-10-01,2020-11-15,8080,"c(-116.6211256, 33.8989045)"
USGS,10258030,TAHQUITZ C A PALM SPRINGS CA,ST,33.81085244,-116.5436257,F,NAD83, 440, 20,NGVD29,18100201,dv,00060,00003,7256,1982-10-01,1983-02-28,151,"c(-116.5436257, 33.81085244)"
USGS,10258100,PALM CYN C TRIB NR ANZA CA,ST,33.5689166,-116.5127935,F,NAD83,NA,NA,NA,18100201,dv,00060,00003,7257,1967-02-16,1973-09-29,2418,"c(-116.5127935, 33.5689166)"
USGS,10258700,MURRAY CYN C NR PALM SPRINGS CA,ST,33.75277778,-116.5444444,S,NAD83, 760, 20,NGVD29,18100201,dv,00060,00003,186471,2016-11-04,2020-11-15,1473,"c(-116.5444444, 33.75277778)"
USGS,10259050,PALM CYN WASH NR CATHEDRAL CITY CA,ST,33.79724196,-116.481958,F,NAD83, 330, 10,NGVD29,18100201,dv,00060,00003,7260,1987-10-01,2020-11-14,12085,"c(-116.481958, 33.79724196)"
USGS,10259600,COTTONWOOD WASH NR COTTONWOOD SPRINGS CA,ST,33.74446164,-115.8272154,S,NAD83, 3080, 20,NGVD29,18100204,dv,00060,00003,7265,1959-10-01,1972-09-29,4748,"c(-115.8272154, 33.74446164)"
USGS,10260200,PIPES C NR YUCCA VALLEY CA,ST,34.17195164,-116.5466836,F,NAD83, 4440, 20,NGVD29,18100100,dv,00060,00003,7267,1958-09-01,1971-09-29,4777,"c(-116.5466836, 34.17195164)"
USGS,10260400,CUSHENBURY C NR LUCERNE VALLEY CA,ST,34.3477816,-116.8458638,F,NAD83,NA,NA,NA,18100100,dv,00060,00003,7268,1957-08-01,1971-09-29,5173,"c(-116.8458638, 34.3477816)"
USGS,10260470,LITTLE BEAR C AB LK ARROWHEAD A LAKE ARROWHEAD CA,ST,34.2486111,-117.2025,5,NAD83, 5120, 20,NGVD29,18090208,dv,00060,00003,7269,2008-10-01,2011-10-14,1109,"c(-117.2025, 34.2486111)"
USGS,10260480,WILLOW C BL LK ARROWHEAD A LAKE ARROWHEAD CA,ST,34.265,-117.1855556,5,NAD83, 5110, 20,NGVD29,18090208,dv,00060,00003,7270,2008-10-01,2013-02-25,1609,"c(-117.1855556, 34.265)"
USGS,10260620,HOUSTON C AB LK GREGORY A CRESTLINE CA,ST,34.2425064,-117.280877,F,NAD83, 4540.00, 20,NGVD29,18090208,dv,00060,00003,7282,1979-03-08,1993-12-05,5342,"c(-117.280877, 34.2425064)"
USGS,10260630,ABONDIGAS C AB LK GREGORY A CRESTLINE CA,ST,34.23778436,-117.265043,F,NAD83, 4550.00, 20,NGVD29,18090208,dv,00060,00003,7283,1979-03-08,1993-09-30,5321,"c(-117.265043, 34.23778436)"
USGS,10260776,EB CALIFORNIA AQUEDUCT A ALAMO PP NR GORMAN CA,ST,34.81553377,-118.6850897,S,NAD83, 2932.5,.10,NGVD29,18090206,dv,00060,00003,7287,1995-10-01,2015-09-30,6575,"c(-118.6850897, 34.81553377)"
USGS,10260778,PEARBLOSSOM PUMPING PLANT NR PALMDALE CA,ST,34.5105494,-117.9208996,S,NAD83, 2922,.10,NGVD29,18090206,dv,00060,00003,7288,1995-10-01,1996-09-30,366,"c(-117.9208996, 34.5105494)"
USGS,10260780,EB CA AQUEDUCT A MOJAVE SIPHON PP NR HESPERIA CA,ST,34.30694847,-117.324212,S,NAD83, 3182, 20,NGVD29,18090208,dv,00060,00003,7289,1995-10-01,2014-09-29,6573,"c(-117.324212, 34.30694847)"
USGS,10260782,MOJAVE SIPHON PP BYPASS NR HESPERIA CA,ST,34.30361527,-117.3247675,S,NAD83, 3380, 20,NGVD29,18090208,dv,00060,00003,7290,1998-10-01,1999-09-30,365,"c(-117.3247675, 34.30361527)"
USGS,10260822,LAS FLORES REL FROM EB CA AQUEDUCT NR HESPERIA CA,ST,34.3091706,-117.3167118,S,NAD83, 3160, 20,NGVD29,18090208,dv,00060,00003,213382,1995-10-01,2019-09-30,8401,"c(-117.3167118, 34.3091706)"
USGS,10260855,GRASS VALLEY LK TUNNEL OUTLET A LAKE ARROWHEAD CA,FA-DV,34.26,-117.2044444,5,NAD83, 5150, 20,NGVD29,18090208,dv,00060,00003,7294,2008-10-01,2020-11-15,4429,"c(-117.2044444, 34.26)"
USGS,10260865,GRASS VALLEY C BL GRASS VLY LK NR LK ARROWHEAD CA,ST,34.2636111,-117.2180556,5,NAD83, 5130.00,.01,NGVD29,18090208,dv,00060,00003,7296,2008-10-01,2013-02-25,1609,"c(-117.2180556, 34.2636111)"
