metric,status_code,status,alteration_type,median_in_iqr,comid,gageid
FA_Dur,1,likely_unaltered,none_found,FALSE,22591891,10257548
FA_Mag,-1,likely_altered,high,FALSE,22591891,10257548
FA_Tim,-1,likely_altered,early,FALSE,22591891,10257548
SP_ROC,1,likely_unaltered,none_found,TRUE,22591891,10257548
SP_Dur,1,likely_unaltered,none_found,TRUE,22591891,10257548
SP_Mag,-1,likely_altered,high,FALSE,22591891,10257548
SP_Tim,1,likely_unaltered,none_found,TRUE,22591891,10257548
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22591891,10257548
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,22591891,10257548
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22591891,10257548
Wet_Tim,0,indeterminate,early,FALSE,22591891,10257548
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22591891,10257548
Peak_Dur_2,-1,likely_altered,high,FALSE,22591891,10257548
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22591891,10257548
Peak_10,-1,likely_altered,high,FALSE,22591891,10257548
Peak_2,-1,likely_altered,high,FALSE,22591891,10257548
Peak_5,-1,likely_altered,high,FALSE,22591891,10257548
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22591891,10257548
Peak_Fre_2,-1,likely_altered,high,FALSE,22591891,10257548
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22591891,10257548
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22591891,10257550
DS_Tim,0,indeterminate,late,FALSE,22591891,10257550
DS_Mag_50,0,indeterminate,unknown,TRUE,22591891,10257550
DS_Mag_90,-1,likely_altered,high,FALSE,22591891,10257550
FA_Dur,1,likely_unaltered,none_found,FALSE,22591891,10257550
FA_Mag,-1,likely_altered,high,FALSE,22591891,10257550
FA_Tim,-1,likely_altered,early,FALSE,22591891,10257550
SP_ROC,0,indeterminate,unknown,TRUE,22591891,10257550
SP_Dur,1,likely_unaltered,none_found,TRUE,22591891,10257550
SP_Mag,-1,likely_altered,high,FALSE,22591891,10257550
SP_Tim,1,likely_unaltered,none_found,TRUE,22591891,10257550
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22591891,10257550
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,22591891,10257550
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22591891,10257550
Wet_Tim,1,likely_unaltered,none_found,FALSE,22591891,10257550
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22591891,10257550
Peak_Dur_2,-1,likely_altered,high,FALSE,22591891,10257550
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22591891,10257550
Peak_10,-1,likely_altered,high,FALSE,22591891,10257550
Peak_2,-1,likely_altered,high,FALSE,22591891,10257550
Peak_5,-1,likely_altered,high,FALSE,22591891,10257550
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22591891,10257550
Peak_Fre_2,-1,likely_altered,high,FALSE,22591891,10257550
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22591891,10257550
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22591957,10257720
DS_Tim,1,likely_unaltered,none_found,TRUE,22591957,10257720
DS_Mag_50,0,indeterminate,low,FALSE,22591957,10257720
DS_Mag_90,0,indeterminate,low,FALSE,22591957,10257720
FA_Dur,1,likely_unaltered,none_found,TRUE,22591957,10257720
FA_Mag,1,likely_unaltered,none_found,TRUE,22591957,10257720
FA_Tim,1,likely_unaltered,none_found,FALSE,22591957,10257720
SP_ROC,1,likely_unaltered,none_found,FALSE,22591957,10257720
SP_Dur,1,likely_unaltered,none_found,TRUE,22591957,10257720
SP_Mag,1,likely_unaltered,none_found,TRUE,22591957,10257720
SP_Tim,1,likely_unaltered,none_found,FALSE,22591957,10257720
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22591957,10257720
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22591957,10257720
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22591957,10257720
Wet_Tim,1,likely_unaltered,none_found,TRUE,22591957,10257720
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_10,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_2,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_5,1,likely_unaltered,none_found,FALSE,22591957,10257720
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22591957,10257720
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22591957,10257720
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22591957,10257720
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22593529,10259100
DS_Tim,NA,not_enough_data,undeterminable,NA,22593529,10259100
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22593529,10259100
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22593529,10259100
FA_Dur,NA,not_enough_data,undeterminable,NA,22593529,10259100
FA_Mag,NA,not_enough_data,undeterminable,NA,22593529,10259100
FA_Tim,NA,not_enough_data,undeterminable,NA,22593529,10259100
SP_ROC,NA,not_enough_data,undeterminable,NA,22593529,10259100
SP_Dur,NA,not_enough_data,undeterminable,NA,22593529,10259100
SP_Mag,NA,not_enough_data,undeterminable,NA,22593529,10259100
SP_Tim,NA,not_enough_data,undeterminable,NA,22593529,10259100
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,22593529,10259100
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,22593529,10259100
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,22593529,10259100
Wet_Tim,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Dur_2,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Dur_5,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_10,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_2,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_5,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Fre_2,NA,not_enough_data,undeterminable,NA,22593529,10259100
Peak_Fre_5,NA,not_enough_data,undeterminable,NA,22593529,10259100
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22593695,10259300
DS_Tim,NA,not_enough_data,undeterminable,NA,22593695,10259300
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22593695,10259300
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22593695,10259300
FA_Dur,NA,not_enough_data,undeterminable,NA,22593695,10259300
FA_Mag,NA,not_enough_data,undeterminable,NA,22593695,10259300
FA_Tim,NA,not_enough_data,undeterminable,NA,22593695,10259300
SP_ROC,NA,not_enough_data,undeterminable,NA,22593695,10259300
SP_Dur,NA,not_enough_data,undeterminable,NA,22593695,10259300
SP_Mag,NA,not_enough_data,undeterminable,NA,22593695,10259300
SP_Tim,NA,not_enough_data,undeterminable,NA,22593695,10259300
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,22593695,10259300
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,22593695,10259300
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,22593695,10259300
Wet_Tim,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Dur_2,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Dur_5,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_10,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_2,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_5,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Fre_2,NA,not_enough_data,undeterminable,NA,22593695,10259300
Peak_Fre_5,NA,not_enough_data,undeterminable,NA,22593695,10259300
DS_Dur_WS,-1,likely_altered,low,FALSE,22592737,10259540
DS_Tim,-1,likely_altered,late,FALSE,22592737,10259540
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22592737,10259540
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22592737,10259540
FA_Dur,1,likely_unaltered,none_found,FALSE,22592737,10259540
FA_Mag,1,likely_unaltered,none_found,FALSE,22592737,10259540
FA_Tim,1,likely_unaltered,none_found,TRUE,22592737,10259540
SP_ROC,-1,likely_altered,low,FALSE,22592737,10259540
SP_Dur,1,likely_unaltered,none_found,TRUE,22592737,10259540
SP_Mag,-1,likely_altered,low,FALSE,22592737,10259540
SP_Tim,1,likely_unaltered,none_found,TRUE,22592737,10259540
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22592737,10259540
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22592737,10259540
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22592737,10259540
Wet_Tim,1,likely_unaltered,none_found,FALSE,22592737,10259540
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22592737,10259540
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22592737,10259540
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22592737,10259540
Peak_10,-1,likely_altered,low,FALSE,22592737,10259540
Peak_2,-1,likely_altered,low,FALSE,22592737,10259540
Peak_5,-1,likely_altered,low,FALSE,22592737,10259540
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22592737,10259540
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,22592737,10259540
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22592737,10259540
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22658309,10260500
DS_Tim,1,likely_unaltered,none_found,FALSE,22658309,10260500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22658309,10260500
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22658309,10260500
FA_Dur,1,likely_unaltered,none_found,TRUE,22658309,10260500
FA_Mag,-1,likely_altered,low,FALSE,22658309,10260500
FA_Tim,1,likely_unaltered,none_found,TRUE,22658309,10260500
SP_ROC,1,likely_unaltered,none_found,TRUE,22658309,10260500
SP_Dur,1,likely_unaltered,none_found,TRUE,22658309,10260500
SP_Mag,1,likely_unaltered,none_found,TRUE,22658309,10260500
SP_Tim,1,likely_unaltered,none_found,FALSE,22658309,10260500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22658309,10260500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22658309,10260500
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22658309,10260500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_10,-1,likely_altered,high,FALSE,22658309,10260500
Peak_2,-1,likely_altered,high,FALSE,22658309,10260500
Peak_5,-1,likely_altered,high,FALSE,22658309,10260500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22658309,10260500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22658309,10260500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22658543,10260550
DS_Tim,1,likely_unaltered,none_found,TRUE,22658543,10260550
DS_Mag_50,-1,likely_altered,low,FALSE,22658543,10260550
DS_Mag_90,-1,likely_altered,low,FALSE,22658543,10260550
FA_Dur,1,likely_unaltered,none_found,FALSE,22658543,10260550
FA_Mag,1,likely_unaltered,none_found,TRUE,22658543,10260550
FA_Tim,-1,likely_altered,late,FALSE,22658543,10260550
SP_ROC,1,likely_unaltered,none_found,TRUE,22658543,10260550
SP_Dur,1,likely_unaltered,none_found,TRUE,22658543,10260550
SP_Mag,1,likely_unaltered,none_found,FALSE,22658543,10260550
SP_Tim,1,likely_unaltered,none_found,TRUE,22658543,10260550
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22658543,10260550
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22658543,10260550
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22658543,10260550
Wet_Tim,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_10,1,likely_unaltered,none_found,FALSE,22658543,10260550
Peak_2,1,likely_unaltered,none_found,FALSE,22658543,10260550
Peak_5,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22658543,10260550
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22658543,10260550
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22660087,10260650
DS_Tim,1,likely_unaltered,none_found,TRUE,22660087,10260650
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22660087,10260650
DS_Mag_90,-1,likely_altered,low,FALSE,22660087,10260650
FA_Mag,1,likely_unaltered,none_found,FALSE,22660087,10260650
FA_Tim,1,likely_unaltered,none_found,TRUE,22660087,10260650
SP_Dur,1,likely_unaltered,none_found,TRUE,22660087,10260650
SP_Mag,1,likely_unaltered,none_found,TRUE,22660087,10260650
SP_Tim,1,likely_unaltered,none_found,TRUE,22660087,10260650
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22660087,10260650
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22660087,10260650
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22660087,10260650
Wet_Tim,1,likely_unaltered,none_found,TRUE,22660087,10260650
Peak_10,1,likely_unaltered,none_found,FALSE,22660087,10260650
Peak_2,-1,likely_altered,high,FALSE,22660087,10260650
Peak_5,1,likely_unaltered,none_found,FALSE,22660087,10260650
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22658611,10260700
DS_Tim,1,likely_unaltered,none_found,TRUE,22658611,10260700
DS_Mag_50,-1,likely_altered,low,FALSE,22658611,10260700
DS_Mag_90,-1,likely_altered,low,FALSE,22658611,10260700
FA_Dur,-1,likely_altered,high,FALSE,22658611,10260700
FA_Mag,1,likely_unaltered,none_found,FALSE,22658611,10260700
FA_Tim,1,likely_unaltered,none_found,FALSE,22658611,10260700
SP_ROC,1,likely_unaltered,none_found,TRUE,22658611,10260700
SP_Dur,1,likely_unaltered,none_found,TRUE,22658611,10260700
SP_Mag,1,likely_unaltered,none_found,TRUE,22658611,10260700
SP_Tim,1,likely_unaltered,none_found,FALSE,22658611,10260700
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,22658611,10260700
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22658611,10260700
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22658611,10260700
Wet_Tim,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_10,1,likely_unaltered,none_found,FALSE,22658611,10260700
Peak_2,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_5,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22658611,10260700
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22658611,10260700
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22660067,10260820
DS_Tim,1,likely_unaltered,none_found,TRUE,22660067,10260820
DS_Mag_50,-1,likely_altered,low,FALSE,22660067,10260820
DS_Mag_90,-1,likely_altered,low,FALSE,22660067,10260820
FA_Dur,1,likely_unaltered,none_found,TRUE,22660067,10260820
FA_Mag,-1,likely_altered,high,FALSE,22660067,10260820
FA_Tim,-1,likely_altered,late,FALSE,22660067,10260820
SP_ROC,-1,likely_altered,high,FALSE,22660067,10260820
SP_Dur,1,likely_unaltered,none_found,TRUE,22660067,10260820
SP_Mag,1,likely_unaltered,none_found,FALSE,22660067,10260820
SP_Tim,1,likely_unaltered,none_found,TRUE,22660067,10260820
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22660067,10260820
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22660067,10260820
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,22660067,10260820
Wet_Tim,0,indeterminate,late,FALSE,22660067,10260820
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,22660067,10260820
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_10,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_2,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_5,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22660067,10260820
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22660067,10260820
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22660257,10260950
DS_Tim,1,likely_unaltered,none_found,TRUE,22660257,10260950
DS_Mag_50,-1,likely_altered,low,FALSE,22660257,10260950
DS_Mag_90,0,indeterminate,low,FALSE,22660257,10260950
FA_Dur,1,likely_unaltered,none_found,TRUE,22660257,10260950
FA_Mag,1,likely_unaltered,none_found,TRUE,22660257,10260950
FA_Tim,0,indeterminate,early,FALSE,22660257,10260950
SP_ROC,1,likely_unaltered,none_found,FALSE,22660257,10260950
SP_Dur,1,likely_unaltered,none_found,TRUE,22660257,10260950
SP_Mag,1,likely_unaltered,none_found,TRUE,22660257,10260950
SP_Tim,1,likely_unaltered,none_found,TRUE,22660257,10260950
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22660257,10260950
Wet_BFL_Mag_10,0,indeterminate,low,FALSE,22660257,10260950
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22660257,10260950
Wet_Tim,0,indeterminate,unknown,TRUE,22660257,10260950
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22660257,10260950
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22660257,10260950
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,22660257,10260950
Peak_10,1,likely_unaltered,none_found,FALSE,22660257,10260950
Peak_2,1,likely_unaltered,none_found,FALSE,22660257,10260950
Peak_5,1,likely_unaltered,none_found,FALSE,22660257,10260950
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22660257,10260950
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22660257,10260950
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22660257,10260950
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22660039,10261100
DS_Tim,1,likely_unaltered,none_found,FALSE,22660039,10261100
DS_Mag_50,-1,likely_altered,low,FALSE,22660039,10261100
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22660039,10261100
FA_Dur,1,likely_unaltered,none_found,TRUE,22660039,10261100
FA_Mag,1,likely_unaltered,none_found,TRUE,22660039,10261100
FA_Tim,1,likely_unaltered,none_found,FALSE,22660039,10261100
SP_ROC,1,likely_unaltered,none_found,FALSE,22660039,10261100
SP_Dur,1,likely_unaltered,none_found,TRUE,22660039,10261100
SP_Mag,1,likely_unaltered,none_found,TRUE,22660039,10261100
SP_Tim,1,likely_unaltered,none_found,TRUE,22660039,10261100
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22660039,10261100
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,22660039,10261100
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,22660039,10261100
Wet_Tim,1,likely_unaltered,none_found,TRUE,22660039,10261100
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22660039,10261100
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22660039,10261100
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22660039,10261100
Peak_10,-1,likely_altered,high,FALSE,22660039,10261100
Peak_2,-1,likely_altered,high,FALSE,22660039,10261100
Peak_5,-1,likely_altered,high,FALSE,22660039,10261100
