Year,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,3.0,1.0,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,3.0,nan,1.0,nan,3.0,1.0,6.0,nan,nan,nan,2.0,1.0,nan,nan,nan,2.0,nan,1.0,nan,5.0,10.0,1.0,nan,4.0,nan,nan,nan,nan,nan,1.0,1.0,nan,4.0,1.0,3.0,8.0,1.0,3.0,nan,1.0,1.0,1.0,nan,2.0,nan,nan,1.0,1.0,2.0,nan,1.0,nan,nan
Peak_Dur_5,2.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,3.0,1.0,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,2.0,nan,1.0,nan,2.0,1.0,3.0,nan,nan,nan,2.0,1.0,nan,nan,nan,2.0,nan,1.0,nan,5.0,6.0,1.0,nan,2.0,nan,nan,nan,nan,nan,1.0,1.0,nan,2.0,1.0,2.0,5.0,1.0,2.0,nan,1.0,1.0,1.0,nan,2.0,nan,nan,1.0,1.0,2.0,nan,1.0,nan,nan
Peak_Fre_5,2.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,1920.0,64.0,184.0,39.0,550.0,269.0,1760.0,250.0,209.0,3.7,443.0,238.0,223.0,429.0,187.0,237.0,63.0,742.0,276.0,23.0,19.0,161.0,1170.0,280.0,3.2,2.5,161.0,192.0,266.0,191.0,1840.0,420.0,870.0,128.0,637.0,89.0,6.6,132.0,18.0,522.0,95.0,93.0,426.0,1020.0,243.0,1210.0,1500.0,283.0,409.0,27.0,124.0,141.0,576.0,339.0,1070.0,242.0,205.0,510.0,310.0,1400.0,178.0,699.0,18.6,279.0
SP_Tim,170.0,214.0,175.0,211.0,149.0,234.0,188.0,143.0,136.0,242.0,160.0,204.0,117.0,201.0,130.0,204.0,187.0,155.0,159.0,199.0,199.0,174.0,186.0,179.0,259.0,227.0,201.0,183.0,161.0,176.0,196.0,215.0,90.0,182.0,170.0,167.0,224.0,180.0,244.0,178.0,172.0,180.0,146.0,177.0,167.0,120.0,147.0,196.0,164.0,207.0,178.0,213.0,152.0,182.0,197.0,153.0,151.0,158.0,198.0,178.0,200.0,88.0,188.0,135.0
SP_Dur,45.0,49.0,71.0,52.0,52.0,50.0,46.0,48.0,159.0,31.0,42.0,49.0,169.0,36.0,56.0,33.0,30.0,90.0,44.0,45.0,74.0,50.0,43.0,70.0,88.0,75.0,48.0,65.0,94.0,45.0,57.0,37.0,201.0,51.0,35.0,57.0,50.0,22.0,42.0,31.0,38.0,71.0,123.0,101.0,126.0,42.0,146.0,45.0,105.0,66.0,68.0,38.0,43.0,64.0,56.0,37.0,28.0,42.0,57.0,143.0,41.0,187.0,38.0,31.0
SP_ROC,0.050031269543464665,0.061224489795918505,0.07692307692307693,0.0727272727272728,0.043010752688172046,0.076505016722408,0.05718954248366013,0.07692307692307693,0.08166666666666667,0.11764705882352938,0.08,0.044466403162055336,0.08695652173913032,0.04939024390243903,0.06451612903225806,0.06349206349206349,0.06458333333333333,0.0625,0.04939024390243903,0.06329113924050632,0.052631578947368356,0.046536796536796536,0.047619047619047616,0.05263157894736842,0.09090909090909098,0.10000000000000009,0.05555555555555555,0.05798319327731093,0.07142857142857142,0.07275132275132275,0.0459830866807611,0.04316770186335404,0.05555555555555555,0.0625,0.05555555555555555,0.058397271952259175,0.0555555555555556,0.08333333333333333,0.05,0.09545454545454546,0.08333333333333333,0.07142857142857142,0.06666666666666665,0.05555555555555555,0.05,0.05242673992673992,0.05798319327731093,0.044466403162055336,0.054093567251461985,0.03703703703703707,0.038036561379150756,0.0625,0.04265167796329977,0.06509283915510952,0.04498482439658908,0.05806379155435758,0.05676855895196495,0.07092198581560284,0.04651162790697681,0.03392330383480832,0.039106145251396614,0.040639106022239364,0.07384615384615391,0.06159677801468845
DS_Mag_50,5.9,5.1,3.8,2.6,5.5,4.8,5.2,2.6,0.7,0.4,2.3,5.5,1.2,4.0,2.7,5.6,3.2,6.2,3.5,2.3,0.99,4.7,6.2,5.4,0.76,0.325,3.1,3.7,3.4,2.1,6.7,11.0,3.1,3.5,4.3,1.15,0.54,1.5,2.4,1.8,1.9,3.1,1.1,5.9,4.5,5.9,10.0,6.15,5.1,2.1,2.4299999999999997,3.4,3.0,4.93,7.18,2.465,2.615,2.99,4.09,4.62,2.6,1.22,0.37,1.7850000000000001
DS_Mag_90,20.400000000000006,7.9,8.3,5.5,20.30000000000001,21.600000000000023,17.0,6.42,1.2,4.0,8.090000000000003,14.799999999999997,5.880000000000001,14.0,8.4,21.0,11.0,13.0,13.800000000000011,5.15,4.900000000000003,12.0,26.0,9.7,1.1799999999999997,1.4,11.0,5.959999999999999,7.840000000000003,15.0,13.0,26.0,5.160000000000001,16.0,14.0,3.4,2.4399999999999977,3.959999999999999,3.3,5.380000000000001,7.9,6.829999999999998,8.45,17.0,9.760000000000002,22.0,16.0,14.0,9.080000000000002,3.88,6.494000000000001,10.0,9.940000000000003,13.770000000000003,15.300000000000008,6.919000000000001,8.71,8.16,8.659,7.986000000000001,6.056000000000001,1.9299999999999997,1.238,5.667999999999999
DS_Tim,215.0,263.0,246.0,263.0,201.0,284.0,234.0,191.0,295.0,273.0,202.0,253.0,286.0,237.0,186.0,237.0,217.0,245.0,203.0,244.0,273.0,224.0,229.0,249.0,347.0,302.0,249.0,248.0,255.0,221.0,253.0,252.0,291.0,233.0,205.0,224.0,274.0,202.0,286.0,209.0,210.0,251.0,269.0,278.0,293.0,162.0,293.0,241.0,269.0,273.0,246.0,251.0,195.0,246.0,253.0,190.0,179.0,200.0,255.0,321.0,241.0,275.0,226.0,166.0
DS_Dur_WS,207.0,194.0,156.0,172.0,288.0,193.0,216.0,270.0,97.0,200.0,168.0,143.0,153.0,163.0,236.0,225.0,246.0,197.0,213.0,176.0,124.0,181.0,211.0,121.0,52.0,136.0,212.0,195.0,219.0,221.0,157.0,151.0,105.0,251.0,271.0,192.0,165.0,175.0,225.0,277.0,241.0,180.0,186.0,191.0,135.0,294.0,176.0,228.0,193.0,143.0,184.0,177.0,229.0,194.0,223.0,264.0,312.0,265.0,184.0,193.0,169.0,209.0,192.0,252.0
